Date,Country,City,Specie,count,min (ug/m3),max (ug/m3),median (ug/m3)
2017-06-25,US,Jacksonville,pm25,96,0.9,12.0,4.3
2017-06-25,CN,Shanghai,pm25,216,21.1,90.3,52.1
2017-06-26,IN,New Delhi,pm25,24,32.0,59.3,42.8
2017-06-26,US,Los Angeles,pm25,70,4.5,44.8,14.9
2017-06-26,US,Jacksonville,pm25,96,0.2,18.7,4.3
2017-06-26,US,Houston,pm25,95,1.6,24.9,8.6
2017-06-26,CN,Wuhan,pm25,408,2.1,61.3,33.9
2017-06-26,CN,Shanghai,pm25,216,54.9,185.8,82.6
2017-06-26,CN,Beijing,pm25,431,3.1,59.3,24.9
2017-06-26,US,Manhattan,pm25,90,0.2,14.4,3.8
2017-06-27,CN,Wuhan,pm25,401,7.2,57.4,23.0
2017-06-27,US,Jacksonville,pm25,96,0.4,11.0,4.5
2017-06-27,CN,Shanghai,pm25,216,44.8,165.6,94.2
2017-06-27,US,Houston,pm25,95,0.7,14.0,5.0
2017-06-27,IN,New Delhi,pm25,24,22.0,54.9,32.0
2017-06-27,US,Los Angeles,pm25,70,2.8,33.0,12.0
2017-06-27,CN,Beijing,pm25,424,10.0,173.7,59.3
2017-06-27,US,Manhattan,pm25,90,0.2,17.8,6.2
2017-06-28,US,Manhattan,pm25,96,0.2,25.4,3.3
2017-06-28,CN,Wuhan,pm25,357,2.1,57.4,22.0
2017-06-28,CN,Shanghai,pm25,216,14.0,98.1,55.5
2017-06-28,US,Jacksonville,pm25,96,1.4,11.5,4.0
2017-06-28,CN,Beijing,pm25,425,9.1,189.8,103.9
2017-06-28,US,Los Angeles,pm25,72,1.2,23.0,10.8
2017-06-28,US,Houston,pm25,88,1.2,12.1,4.3
2017-06-28,IN,New Delhi,pm25,24,7.2,48.9,22.0
2017-06-29,US,Manhattan,pm25,96,3.8,19.7,9.1
2017-06-29,CN,Beijing,pm25,419,6.0,184.8,44.8
2017-06-29,US,Jacksonville,pm25,96,0.2,9.6,2.6
2017-06-29,US,Houston,pm25,83,1.2,17.8,8.1
2017-06-29,CN,Wuhan,pm25,271,10.0,63.2,28.2
2017-06-29,IN,New Delhi,pm25,24,2.1,37.9,18.7
2017-06-29,US,Los Angeles,pm25,69,1.4,74.8,20.1
2017-06-29,CN,Shanghai,pm25,216,7.2,72.9,31.1
2017-06-30,US,Manhattan,pm25,96,2.6,30.6,11.2
2017-06-30,US,Los Angeles,pm25,72,1.2,31.1,15.9
2017-06-30,US,Houston,pm25,95,6.7,36.7,18.7
2017-06-30,CN,Beijing,pm25,423,26.8,125.2,69.0
2017-06-30,IN,New Delhi,pm25,24,7.2,34.9,20.1
2017-06-30,CN,Shanghai,pm25,216,12.0,67.1,33.9
2017-06-30,US,Jacksonville,pm25,96,0.4,14.4,4.3
2017-06-30,CN,Wuhan,pm25,403,1.2,63.2,10.0
2018-01-01,CN,Shanghai,pm25,144,10.0,142.6,44.0
2018-01-01,IN,New Delhi,pm25,17,199.9,461.0,370.1
2018-01-01,CN,Beijing,pm25,285,4.0,94.2,30.1
2018-01-01,US,Manhattan,pm25,69,1.2,12.5,8.1
2018-01-01,US,Los Angeles,pm25,68,7.2,258.5,76.8
2018-01-01,US,Houston,pm25,118,0.2,39.5,5.2
2018-01-01,US,Jacksonville,pm25,120,0.4,23.9,5.5
2018-01-02,US,Houston,pm25,118,0.9,10.0,4.0
2018-01-02,US,Jacksonville,pm25,114,1.4,26.8,5.2
2018-01-02,US,Los Angeles,pm25,72,13.0,105.8,46.0
2018-01-02,CN,Shanghai,pm25,210,13.0,54.9,26.8
2018-01-02,IN,New Delhi,pm25,24,328.2,483.7,380.7
2018-01-02,CN,Beijing,pm25,423,3.1,111.6,28.2
2018-01-02,US,Manhattan,pm25,70,1.2,25.4,10.0
2018-01-03,IN,New Delhi,pm25,24,199.9,388.3,307.0
2018-01-03,US,Manhattan,pm25,72,2.4,49.3,14.0
2018-01-03,CN,Shanghai,pm25,214,4.0,52.1,21.1
2018-01-03,CN,Beijing,pm25,420,3.1,59.3,10.0
2018-01-03,US,Jacksonville,pm25,118,0.2,12.5,4.8
2018-01-03,US,Los Angeles,pm25,72,9.1,63.2,31.1
2018-01-03,US,Houston,pm25,119,0.7,49.7,5.5
2018-01-04,CN,Beijing,pm25,417,3.1,54.1,13.0
2018-01-04,CN,Shanghai,pm25,208,1.2,21.1,8.1
2018-01-04,US,Houston,pm25,105,1.2,52.1,16.8
2018-01-04,IN,New Delhi,pm25,24,136.8,398.9,222.1
2018-01-04,US,Jacksonville,pm25,120,0.2,14.0,7.2
2018-01-04,US,Manhattan,pm25,71,0.2,15.9,8.3
2018-01-04,US,Los Angeles,pm25,72,9.6,59.3,26.8
2018-01-05,US,Jacksonville,pm25,120,0.4,22.5,8.3
2018-01-05,US,Manhattan,pm25,65,0.2,15.9,8.8
2018-01-05,CN,Beijing,pm25,419,3.1,206.0,33.9
2018-01-05,US,Los Angeles,pm25,70,1.9,42.8,20.1
2018-01-05,IN,New Delhi,pm25,24,201.9,436.8,277.7
2018-01-05,CN,Shanghai,pm25,204,1.2,82.6,18.7
2018-01-05,US,Houston,pm25,104,4.5,29.6,15.4
2018-01-06,IN,New Delhi,pm25,24,121.3,392.8,263.6
2018-01-06,US,Jacksonville,pm25,109,1.2,32.0,11.0
2018-01-06,US,Houston,pm25,118,4.0,55.5,11.7
2018-01-06,US,Los Angeles,pm25,72,2.1,35.9,14.9
2018-01-06,CN,Beijing,pm25,419,3.1,195.9,13.0
2018-01-06,US,Manhattan,pm25,61,0.2,11.5,8.6
2018-01-06,CN,Shanghai,pm25,213,31.1,90.3,59.3
2018-01-07,US,Houston,pm25,119,3.6,20.6,8.1
2018-01-07,US,Los Angeles,pm25,72,8.1,48.0,21.6
2018-01-07,US,Manhattan,pm25,71,0.2,21.6,9.6
2018-01-07,CN,Shanghai,pm25,207,9.1,44.8,21.1
2018-01-07,IN,New Delhi,pm25,24,80.6,477.6,260.5
2018-01-07,US,Jacksonville,pm25,118,0.2,39.1,6.2
2018-01-07,CN,Beijing,pm25,432,11.0,208.0,44.0
2018-01-08,US,Manhattan,pm25,72,6.4,23.9,14.0
2018-01-08,IN,New Delhi,pm25,24,61.3,254.5,179.7
2018-01-08,US,Houston,pm25,116,1.2,14.4,7.2
2018-01-08,US,Los Angeles,pm25,71,3.3,46.8,12.1
2018-01-08,CN,Beijing,pm25,421,3.1,50.1,12.0
2018-01-08,US,Jacksonville,pm25,117,0.2,13.5,4.5
2018-01-08,CN,Shanghai,pm25,216,31.1,155.5,109.7
2018-01-09,US,Jacksonville,pm25,110,0.2,12.1,3.6
2018-01-09,CN,Shanghai,pm25,205,6.0,55.5,26.8
2018-01-09,US,Manhattan,pm25,71,4.0,35.4,14.0
2018-01-09,CN,Beijing,pm25,396,3.1,52.1,7.2
2018-01-09,US,Los Angeles,pm25,62,0.2,18.7,6.0
2018-01-09,US,Houston,pm25,118,0.2,23.9,9.3
2018-01-09,IN,New Delhi,pm25,23,127.1,358.0,283.8
2018-01-10,CN,Shanghai,pm25,209,17.8,54.1,33.9
2018-01-10,US,Manhattan,pm25,68,2.6,23.5,11.0
2018-01-10,US,Jacksonville,pm25,111,0.2,28.2,5.0
2018-01-10,CN,Beijing,pm25,398,3.1,26.8,6.0
2018-01-10,IN,New Delhi,pm25,23,74.8,382.2,199.9
2018-01-10,US,Houston,pm25,117,0.2,16.8,6.0
2018-01-10,US,Los Angeles,pm25,64,1.6,33.0,16.3
2018-01-11,CN,Shanghai,pm25,213,24.9,63.2,44.0
2018-01-11,US,Jacksonville,pm25,110,0.2,12.5,3.1
2018-01-11,US,Los Angeles,pm25,68,14.9,39.9,23.9
2018-01-11,US,Manhattan,pm25,70,1.9,57.4,15.4
2018-01-11,IN,New Delhi,pm25,24,70.9,263.6,192.8
2018-01-11,CN,Beijing,pm25,416,3.1,63.2,8.1
2018-01-11,US,Houston,pm25,115,0.4,23.9,7.2
2018-01-12,IN,New Delhi,pm25,24,82.6,356.5,207.0
2018-01-12,US,Houston,pm25,119,0.7,456.4,3.3
2018-01-12,US,Jacksonville,pm25,115,0.2,82.6,5.0
2018-01-12,US,Los Angeles,pm25,72,14.0,55.4,33.9
2018-01-12,CN,Beijing,pm25,411,14.9,160.5,63.2
2018-01-12,CN,Shanghai,pm25,215,13.0,52.1,31.1
2018-01-12,US,Manhattan,pm25,70,0.4,65.1,7.2
2018-01-13,US,Los Angeles,pm25,64,1.2,51.3,13.0
2018-01-13,CN,Beijing,pm25,422,21.1,268.6,100.0
2018-01-13,CN,Shanghai,pm25,214,38.7,96.1,50.9
2018-01-13,US,Jacksonville,pm25,117,0.2,13.5,4.8
2018-01-13,IN,New Delhi,pm25,24,40.7,353.5,204.9
2018-01-13,US,Houston,pm25,106,1.2,210.0,6.7
2018-01-13,US,Manhattan,pm25,43,0.2,18.7,7.9
2018-01-14,US,Manhattan,pm25,64,0.9,14.9,7.9
2018-01-14,US,Houston,pm25,95,1.2,18.7,7.9
2018-01-14,CN,Beijing,pm25,428,10.0,278.7,177.7
2018-01-14,US,Los Angeles,pm25,62,0.2,31.5,9.1
2018-01-14,CN,Shanghai,pm25,213,10.0,67.1,31.1
2018-01-14,US,Jacksonville,pm25,120,1.2,13.0,6.0
2018-01-14,IN,New Delhi,pm25,24,76.8,376.2,148.4
2018-01-15,US,Houston,pm25,95,1.2,23.0,6.0
2018-01-15,CN,Beijing,pm25,425,3.1,231.2,24.9
2018-01-15,IN,New Delhi,pm25,24,107.7,394.4,249.3
2018-01-15,US,Jacksonville,pm25,120,1.2,16.8,7.2
2018-01-15,US,Los Angeles,pm25,66,9.1,984.9080542986426,24.4
2018-01-15,CN,Shanghai,pm25,216,22.0,82.6,33.9
2018-01-15,US,Manhattan,pm25,71,1.2,32.0,9.1
2018-01-16,US,Jacksonville,pm25,120,1.2,16.8,7.9
2018-01-16,US,Los Angeles,pm25,71,1.9,59.3,25.8
2018-01-16,CN,Beijing,pm25,430,14.9,92.2,42.8
2018-01-16,US,Houston,pm25,94,0.9,10.0,4.3
2018-01-16,US,Manhattan,pm25,81,1.6,55.5,15.9
2018-01-16,IN,New Delhi,pm25,24,59.3,374.7,134.9
2018-01-16,CN,Shanghai,pm25,213,16.8,160.5,41.9
2018-01-16,CN,Wuhan,pm25,297,52.1,183.8,113.6
2018-01-17,US,Los Angeles,pm25,66,14.0,57.4,26.8
2018-01-17,CN,Beijing,pm25,417,3.1,96.1,61.3
2018-01-17,CN,Wuhan,pm25,400,34.9,187.8,98.1
2018-01-17,US,Houston,pm25,108,1.6,19.2,6.0
2018-01-17,CN,Shanghai,pm25,212,55.5,161.6,105.8
2018-01-17,IN,New Delhi,pm25,24,132.9,311.0,237.2
2018-01-17,US,Jacksonville,pm25,118,1.2,35.4,8.8
2018-01-17,US,Manhattan,pm25,88,8.1,32.0,13.5
2018-01-18,US,Manhattan,pm25,85,0.4,35.5,12.5
2018-01-18,US,Houston,pm25,119,3.6,26.8,9.1
2018-01-18,CN,Shanghai,pm25,215,48.9,107.7,82.6
2018-01-18,CN,Beijing,pm25,416,5.0,251.5,46.0
2018-01-18,US,Jacksonville,pm25,116,0.2,39.9,7.9
2018-01-18,US,Los Angeles,pm25,70,8.1,42.8,23.0
2018-01-18,IN,New Delhi,pm25,24,94.2,400.4,325.1
2018-01-18,CN,Wuhan,pm25,396,2.1,214.0,127.1
2018-01-19,US,Houston,pm25,119,1.4,23.0,8.3
2018-01-19,US,Jacksonville,pm25,118,7.2,55.5,21.6
2018-01-19,US,Los Angeles,pm25,69,1.9,37.9,13.0
2018-01-19,CN,Wuhan,pm25,405,78.7,217.1,140.7
2018-01-19,IN,New Delhi,pm25,24,127.1,441.3,370.1
2018-01-19,CN,Beijing,pm25,428,9.1,261.6,94.2
2018-01-19,US,Manhattan,pm25,96,4.5,24.9,16.3
2018-01-19,CN,Shanghai,pm25,212,67.1,202.9,115.5
2018-01-20,CN,Wuhan,pm25,306,46.8,230.2,151.5
2018-01-20,US,Houston,pm25,120,2.4,21.1,7.2
2018-01-20,IN,New Delhi,pm25,24,61.3,349.3,210.0
2018-01-20,CN,Shanghai,pm25,216,39.9,129.0,96.1
2018-01-20,US,Los Angeles,pm25,66,0.2,21.1,5.2
2018-01-20,CN,Beijing,pm25,427,6.0,217.1,28.2
2018-01-20,US,Manhattan,pm25,95,0.2,22.0,12.1
2018-01-20,US,Jacksonville,pm25,120,8.6,63.2,29.2
2018-01-21,US,Jacksonville,pm25,120,4.0,50.5,21.1
2018-01-21,CN,Shanghai,pm25,216,12.0,80.6,37.9
2018-01-21,CN,Wuhan,pm25,385,32.0,227.1,121.3
2018-01-21,US,Manhattan,pm25,96,8.3,26.8,15.4
2018-01-21,US,Houston,pm25,119,1.9,392.8,7.2
2018-01-21,US,Los Angeles,pm25,69,0.9,34.9,9.8
2018-01-21,IN,New Delhi,pm25,24,50.9,314.0,167.6
2018-01-21,CN,Beijing,pm25,429,14.9,57.4,33.9
2018-01-22,CN,Wuhan,pm25,402,26.8,150.4,74.8
2018-01-22,CN,Beijing,pm25,424,3.1,125.2,29.2
2018-01-22,US,Houston,pm25,108,0.2,20.6,6.7
2018-01-22,IN,New Delhi,pm25,24,129.0,338.2,185.8
2018-01-22,US,Los Angeles,pm25,66,2.1,34.4,13.5
2018-01-22,US,Manhattan,pm25,95,12.5,50.9,20.6
2018-01-22,US,Jacksonville,pm25,117,0.4,23.9,8.8
2018-01-22,CN,Shanghai,pm25,216,9.1,115.5,48.0
2018-01-23,IN,New Delhi,pm25,24,138.7,272.7,190.8
2018-01-23,CN,Wuhan,pm25,400,63.2,159.5,103.9
2018-01-23,US,Jacksonville,pm25,116,0.2,28.2,5.0
2018-01-23,US,Los Angeles,pm25,66,1.2,28.2,13.0
2018-01-23,CN,Beijing,pm25,387,3.1,61.3,7.2
2018-01-23,US,Houston,pm25,83,0.2,22.0,6.7
2018-01-23,CN,Shanghai,pm25,212,17.8,225.1,44.0
2018-01-23,US,Manhattan,pm25,90,0.7,32.0,9.1
2018-01-24,US,Jacksonville,pm25,114,0.2,489.8,6.9
2018-01-24,CN,Beijing,pm25,393,3.1,100.0,12.0
2018-01-24,US,Los Angeles,pm25,65,0.4,26.3,10.0
2018-01-24,CN,Wuhan,pm25,391,16.8,111.6,46.0
2018-01-24,US,Manhattan,pm25,91,1.2,17.8,6.7
2018-01-24,IN,New Delhi,pm25,24,129.0,242.3,168.6
2018-01-24,CN,Shanghai,pm25,213,6.0,37.9,20.1
2018-01-24,US,Houston,pm25,97,0.7,41.1,6.7
2018-01-25,CN,Beijing,pm25,401,3.1,86.4,9.1
2018-01-25,CN,Shanghai,pm25,212,4.0,20.1,12.0
2018-01-25,US,Los Angeles,pm25,71,3.1,28.7,13.0
2018-01-25,IN,New Delhi,pm25,24,90.3,250.4,131.0
2018-01-25,US,Jacksonville,pm25,120,1.2,23.5,7.2
2018-01-25,CN,Wuhan,pm25,391,14.0,54.9,32.0
2018-01-25,US,Houston,pm25,120,0.4,43.2,10.0
2018-01-25,US,Manhattan,pm25,90,0.9,15.4,6.9
2018-01-26,US,Jacksonville,pm25,120,0.4,13.5,6.7
2018-01-26,CN,Wuhan,pm25,369,15.9,67.1,34.9
2018-01-26,US,Manhattan,pm25,94,0.2,26.3,8.3
2018-01-26,CN,Beijing,pm25,411,3.1,101.9,29.2
2018-01-26,US,Los Angeles,pm25,72,5.5,29.6,12.0
2018-01-26,US,Houston,pm25,119,3.1,17.8,8.6
2018-01-26,CN,Shanghai,pm25,192,1.2,25.8,14.0
2018-01-26,IN,New Delhi,pm25,24,103.9,255.5,171.6
2018-01-27,IN,New Delhi,pm25,24,113.6,271.6,206.0
2018-01-27,US,Manhattan,pm25,96,3.1,24.9,10.0
2018-01-27,US,Houston,pm25,119,0.9,17.8,6.7
2018-01-27,CN,Shanghai,pm25,193,5.0,32.0,15.9
2018-01-27,CN,Beijing,pm25,412,23.0,146.5,92.2
2018-01-27,CN,Wuhan,pm25,378,24.9,70.9,46.8
2018-01-27,US,Jacksonville,pm25,119,1.9,11.2,5.5
2018-01-27,US,Los Angeles,pm25,70,2.4,41.1,11.7
2018-01-28,IN,New Delhi,pm25,24,84.5,448.9,152.5
2018-01-28,CN,Wuhan,pm25,406,29.2,82.6,52.1
2018-01-28,US,Manhattan,pm25,95,4.8,18.2,10.0
2018-01-28,US,Houston,pm25,119,2.1,30.1,7.9
2018-01-28,US,Jacksonville,pm25,115,0.2,16.8,4.8
2018-01-28,CN,Shanghai,pm25,210,2.1,63.2,14.9
2018-01-28,US,Los Angeles,pm25,66,0.4,44.0,14.0
2018-01-28,CN,Beijing,pm25,417,3.1,163.6,9.1
2018-01-29,US,Houston,pm25,119,0.9,16.8,6.7
2018-01-29,IN,New Delhi,pm25,24,84.5,359.5,181.7
2018-01-29,US,Jacksonville,pm25,109,0.2,14.0,2.6
2018-01-29,US,Los Angeles,pm25,70,0.9,34.4,9.3
2018-01-29,CN,Beijing,pm25,345,3.1,76.8,8.1
2018-01-29,US,Manhattan,pm25,96,0.9,46.4,9.1
2018-01-29,CN,Wuhan,pm25,301,37.9,119.4,72.9
2018-01-29,CN,Shanghai,pm25,179,52.9,153.5,92.2
2018-01-30,US,Los Angeles,pm25,69,2.4,23.9,10.0
2018-01-30,US,Manhattan,pm25,91,0.9,21.6,7.9
2018-01-30,CN,Shanghai,pm25,207,113.6,236.2,188.8
2018-01-30,CN,Beijing,pm25,426,3.1,129.0,12.0
2018-01-30,US,Houston,pm25,119,1.4,16.3,7.2
2018-01-30,CN,Wuhan,pm25,403,22.0,165.6,67.1
2018-01-30,US,Jacksonville,pm25,120,0.4,18.7,5.7
2018-01-30,IN,New Delhi,pm25,24,50.9,329.2,152.5
2018-01-31,US,Los Angeles,pm25,71,0.2,34.4,16.3
2018-01-31,IN,New Delhi,pm25,23,52.1,263.6,131.0
2018-01-31,US,Houston,pm25,117,0.9,20.6,7.2
2018-01-31,CN,Shanghai,pm25,212,138.7,232.2,169.6
2018-01-31,CN,Wuhan,pm25,406,29.2,121.3,59.3
2018-01-31,CN,Beijing,pm25,399,3.1,80.6,15.9
2018-01-31,US,Manhattan,pm25,95,0.9,16.3,6.7
2018-01-31,US,Jacksonville,pm25,114,0.2,25.8,6.0
2018-02-01,US,Manhattan,pm25,83,0.4,32.5,10.3
2018-02-01,US,Los Angeles,pm25,72,12.0,49.3,32.0
2018-02-01,US,Jacksonville,pm25,115,0.2,29.6,6.9
2018-02-01,CN,Wuhan,pm25,408,33.0,148.4,69.0
2018-02-01,US,Houston,pm25,119,3.1,24.9,8.1
2018-02-01,IN,New Delhi,pm25,24,78.7,261.6,131.0
2018-02-01,CN,Shanghai,pm25,211,44.0,212.0,150.4
2018-02-01,CN,Beijing,pm25,412,3.1,127.1,37.9
2018-02-02,US,Manhattan,pm25,72,3.6,14.4,8.3
2018-02-02,CN,Beijing,pm25,399,3.1,21.1,8.1
2018-02-02,CN,Shanghai,pm25,215,65.1,146.5,100.0
2018-02-02,US,Jacksonville,pm25,120,0.2,15.9,6.4
2018-02-02,CN,Wuhan,pm25,408,26.8,127.1,54.1
2018-02-02,IN,New Delhi,pm25,24,74.8,290.8,132.9
2018-02-02,US,Houston,pm25,111,0.9,23.0,5.0
2018-02-02,US,Los Angeles,pm25,72,4.3,57.4,29.2
2018-02-03,US,Los Angeles,pm25,72,10.3,67.1,33.9
2018-02-03,CN,Beijing,pm25,393,3.1,48.9,8.1
2018-02-03,CN,Shanghai,pm25,215,15.9,63.2,27.3
2018-02-03,US,Jacksonville,pm25,110,0.7,16.3,6.0
2018-02-03,CN,Wuhan,pm25,400,11.0,52.1,25.8
2018-02-03,IN,New Delhi,pm25,24,35.9,262.6,92.2
2018-02-03,US,Houston,pm25,119,3.1,17.8,6.0
2018-02-03,US,Manhattan,pm25,72,3.3,12.5,7.9
2018-02-04,CN,Wuhan,pm25,404,16.8,67.1,32.0
2018-02-04,IN,New Delhi,pm25,24,50.9,323.1,136.8
2018-02-04,US,Los Angeles,pm25,72,9.6,50.9,32.5
2018-02-04,US,Houston,pm25,119,2.8,18.7,8.8
2018-02-04,US,Jacksonville,pm25,119,0.7,21.6,5.5
2018-02-04,CN,Shanghai,pm25,216,16.8,55.5,35.9
2018-02-04,CN,Beijing,pm25,384,3.1,59.3,23.0
2018-02-04,US,Manhattan,pm25,72,3.3,16.3,7.2
2018-02-05,CN,Beijing,pm25,402,3.1,29.2,7.2
2018-02-05,CN,Wuhan,pm25,407,16.8,96.1,48.0
2018-02-05,US,Manhattan,pm25,72,3.6,14.9,7.9
2018-02-05,IN,New Delhi,pm25,24,50.1,322.1,162.6
2018-02-05,US,Los Angeles,pm25,71,6.4,48.0,23.9
2018-02-05,CN,Shanghai,pm25,208,21.1,78.7,57.4
2018-02-05,US,Houston,pm25,118,6.4,33.0,14.4
2018-02-05,US,Jacksonville,pm25,120,0.9,12.5,6.4
2018-02-06,IN,New Delhi,pm25,24,36.7,277.7,136.8
2018-02-06,CN,Wuhan,pm25,405,25.8,132.9,61.3
2018-02-06,US,Manhattan,pm25,72,2.4,19.7,10.8
2018-02-06,US,Houston,pm25,116,3.6,24.9,11.5
2018-02-06,CN,Shanghai,pm25,214,13.0,78.7,24.9
2018-02-06,US,Jacksonville,pm25,120,0.9,24.9,7.6
2018-02-06,CN,Beijing,pm25,426,3.1,132.9,44.8
2018-02-06,US,Los Angeles,pm25,69,6.9,52.9,17.3
2018-02-07,US,Manhattan,pm25,72,3.1,32.0,10.3
2018-02-07,US,Jacksonville,pm25,119,0.2,16.8,6.0
2018-02-07,CN,Shanghai,pm25,205,6.0,63.2,20.1
2018-02-07,IN,New Delhi,pm25,24,50.1,277.7,150.4
2018-02-07,US,Los Angeles,pm25,65,1.9,46.0,28.2
2018-02-07,CN,Beijing,pm25,436,3.1,136.8,13.0
2018-02-07,US,Houston,pm25,118,1.2,14.9,5.7
2018-02-07,CN,Wuhan,pm25,408,34.9,152.5,76.8
2018-02-08,CN,Wuhan,pm25,406,41.9,151.5,78.7
2018-02-08,CN,Shanghai,pm25,214,33.9,123.2,80.6
2018-02-08,US,Jacksonville,pm25,113,0.2,48.9,4.8
2018-02-08,US,Manhattan,pm25,72,6.0,14.9,9.6
2018-02-08,CN,Beijing,pm25,441,3.1,253.5,50.1
2018-02-08,US,Los Angeles,pm25,72,5.0,61.3,13.5
2018-02-08,US,Houston,pm25,116,3.3,28.2,7.6
2018-02-08,IN,New Delhi,pm25,24,50.9,294.9,175.7
2018-02-09,US,Jacksonville,pm25,120,1.6,16.3,8.8
2018-02-09,CN,Beijing,pm25,454,3.1,131.0,35.9
2018-02-09,US,Houston,pm25,119,3.6,23.9,10.0
2018-02-09,CN,Shanghai,pm25,216,33.9,100.0,59.3
2018-02-09,US,Los Angeles,pm25,72,3.6,33.9,15.9
2018-02-09,US,Manhattan,pm25,83,0.2,49.3,14.0
2018-02-09,CN,Wuhan,pm25,400,52.9,161.6,80.6
2018-02-09,IN,New Delhi,pm25,24,65.1,323.1,227.1
2018-02-10,IN,New Delhi,pm25,24,63.2,327.1,179.7
2018-02-10,CN,Beijing,pm25,432,3.1,67.1,10.0
2018-02-10,CN,Wuhan,pm25,383,35.9,209.0,113.6
2018-02-10,CN,Shanghai,pm25,214,15.9,144.5,70.9
2018-02-10,US,Manhattan,pm25,96,4.3,36.7,14.4
2018-02-10,US,Los Angeles,pm25,70,5.7,29.2,12.1
2018-02-10,US,Jacksonville,pm25,120,0.7,20.6,5.5
2018-02-10,US,Houston,pm25,119,0.2,26.3,4.5
2018-02-11,CN,Wuhan,pm25,384,46.0,195.9,98.1
2018-02-11,CN,Shanghai,pm25,216,14.0,90.3,31.1
2018-02-11,US,Houston,pm25,119,1.2,22.0,5.7
2018-02-11,US,Manhattan,pm25,96,3.6,31.5,12.0
2018-02-11,US,Los Angeles,pm25,69,5.0,46.0,17.8
2018-02-11,CN,Beijing,pm25,439,3.1,55.5,10.0
2018-02-11,IN,New Delhi,pm25,24,50.9,162.6,127.1
2018-02-11,US,Jacksonville,pm25,120,0.7,17.3,6.7
2018-02-12,US,Los Angeles,pm25,71,0.7,17.3,10.0
2018-02-12,CN,Wuhan,pm25,307,5.0,123.2,24.9
2018-02-12,US,Manhattan,pm25,82,1.2,27.7,8.3
2018-02-12,CN,Beijing,pm25,396,3.1,98.1,10.0
2018-02-12,CN,Shanghai,pm25,188,20.1,88.4,33.0
2018-02-12,US,Houston,pm25,119,2.4,16.8,6.7
2018-02-12,IN,New Delhi,pm25,24,40.7,105.8,69.0
2018-02-12,US,Jacksonville,pm25,120,0.9,22.0,6.4
2018-02-13,IN,New Delhi,pm25,24,50.9,194.9,86.4
2018-02-13,CN,Wuhan,pm25,272,25.8,90.3,54.9
2018-02-13,US,Houston,pm25,119,4.3,25.4,10.0
2018-02-13,US,Manhattan,pm25,96,0.7,33.0,7.2
2018-02-13,US,Jacksonville,pm25,120,0.4,13.5,6.2
2018-02-13,CN,Shanghai,pm25,148,16.8,98.1,33.0
2018-02-13,CN,Beijing,pm25,317,13.0,199.9,78.7
2018-02-13,US,Los Angeles,pm25,61,1.4,18.7,7.2
2018-02-14,CN,Beijing,pm25,442,3.1,127.1,10.0
2018-02-14,US,Jacksonville,pm25,118,0.7,37.1,7.2
2018-02-14,CN,Wuhan,pm25,377,24.9,148.4,76.8
2018-02-14,US,Los Angeles,pm25,63,0.2,23.5,11.0
2018-02-14,CN,Shanghai,pm25,213,20.1,82.6,37.5
2018-02-14,IN,New Delhi,pm25,24,23.9,119.4,70.9
2018-02-14,US,Houston,pm25,106,3.1,17.3,7.9
2018-02-14,US,Manhattan,pm25,96,1.4,31.1,11.2
2018-02-15,IN,New Delhi,pm25,24,34.9,111.6,65.1
2018-02-15,CN,Shanghai,pm25,215,7.2,67.1,35.9
2018-02-15,CN,Wuhan,pm25,384,44.8,160.5,80.6
2018-02-15,US,Houston,pm25,117,1.2,13.5,7.2
2018-02-15,US,Manhattan,pm25,96,7.6,82.6,14.9
2018-02-15,US,Los Angeles,pm25,71,3.8,26.8,13.0
2018-02-15,US,Jacksonville,pm25,115,0.2,15.4,6.4
2018-02-15,CN,Beijing,pm25,447,3.1,427.7,21.1
2018-02-16,US,Jacksonville,pm25,116,0.7,59.3,7.6
2018-02-16,US,Houston,pm25,119,5.0,21.1,9.8
2018-02-16,CN,Wuhan,pm25,384,50.9,168.6,92.2
2018-02-16,IN,New Delhi,pm25,14,61.3,142.6,82.6
2018-02-16,US,Manhattan,pm25,96,2.4,16.8,8.3
2018-02-16,US,Los Angeles,pm25,68,0.9,28.2,10.0
2018-02-16,CN,Shanghai,pm25,214,1.2,48.0,14.0
2018-02-16,CN,Beijing,pm25,449,5.0,915.2536470588237,26.8
2018-02-17,US,Houston,pm25,120,4.8,21.1,10.5
2018-02-17,US,Manhattan,pm25,95,1.2,16.8,6.9
2018-02-17,CN,Beijing,pm25,445,14.0,171.6,82.6
2018-02-17,CN,Wuhan,pm25,384,44.8,157.5,74.8
2018-02-17,CN,Shanghai,pm25,215,9.1,69.0,36.7
2018-02-17,US,Jacksonville,pm25,120,2.8,18.2,7.9
2018-02-17,US,Los Angeles,pm25,72,0.9,22.0,12.1
2018-02-18,CN,Beijing,pm25,448,78.7,195.9,119.4
2018-02-18,US,Manhattan,pm25,96,1.2,19.7,9.6
2018-02-18,CN,Wuhan,pm25,377,3.1,117.4,78.7
2018-02-18,CN,Shanghai,pm25,216,2.1,30.1,14.9
2018-02-18,US,Los Angeles,pm25,72,0.7,33.0,13.0
2018-02-18,US,Houston,pm25,119,4.3,28.2,8.6
2018-02-18,US,Jacksonville,pm25,113,0.9,14.4,7.4
2018-02-19,CN,Shanghai,pm25,214,1.2,57.4,13.0
